person_id,payment_date,payment_month,staff_salary,overtime_payment,total_payment
464,2021-12-13 21:11:12,December 2021,0,1636.72,0
465,2018-05-11 19:58:45,May 2018,0,1496.77,0
467,2018-04-21 08:33:28,April 2018,0,1453.68,0
468,2021-12-28 23:07:31,December 2021,0,1676.15,0
469,2020-09-10 04:19:05,September 2020,0,1626.61,0
472,2022-01-15 09:04:56,January 2022,0,1851.92,0
474,2021-04-30 06:20:13,April 2021,0,1954.37,0
477,2020-05-01 09:38:17,May 2020,0,1307.01,0
522,2021-06-25 07:25:22,June 2021,0,1366.26,0
523,2020-07-07 12:27:34,July 2020,0,1690.52,0
524,2022-01-02 01:49:14,January 2022,0,2194.55,0
529,2020-09-08 08:56:30,September 2020,0,1497.24,0
531,2019-12-07 06:42:03,December 2019,0,2313.26,0
532,2019-02-08 05:38:54,February 2019,0,1633.85,0
536,2018-03-08 15:50:22,March 2018,0,1771.64,0
537,2021-03-05 05:50:12,March 2021,0,1947.68,0
538,2018-11-24 08:29:43,November 2018,0,1806.54,0
543,2021-04-02 16:08:35,April 2021,0,1324.66,0
547,2020-10-21 04:25:26,October 2020,0,2127.98,0
550,2021-02-09 21:48:37,February 2021,0,1366.48,0
552,2021-03-07 13:48:20,March 2021,0,1376.48,0
553,2019-12-29 18:03:13,December 2019,0,2268.34,0
554,2018-03-11 23:38:02,March 2018,0,2358.74,0
555,2019-06-17 10:18:59,June 2019,0,2416.96,0
556,2019-12-16 00:22:06,December 2019,0,2020.82,0
559,2020-05-27 01:08:52,May 2020,0,1573.02,0
560,2021-11-02 09:45:26,November 2021,0,2174.85,0
562,2018-05-11 09:37:11,May 2018,0,2259.38,0
565,2018-12-03 07:16:11,December 2018,0,1758.09,0
566,2018-07-29 08:47:35,July 2018,0,1251.89,0
567,2019-08-04 05:16:27,August 2019,0,1856.58,0
569,2021-04-23 20:06:28,April 2021,0,1934.04,0
570,2020-04-06 10:24:39,April 2020,0,2117.22,0
571,2019-11-06 15:26:50,November 2019,0,2358.83,0
574,2020-03-06 19:32:23,March 2020,0,2153.26,0
575,2019-07-12 07:23:04,July 2019,0,2263.12,0
576,2021-06-11 13:44:19,June 2021,0,1966.06,0
632,2020-11-22 06:28:06,November 2020,0,2334.23,0
635,2020-11-17 03:29:53,November 2020,0,1334.07,0
638,2021-10-29 18:11:17,October 2021,0,2368.39,0
639,2019-06-28 04:40:54,June 2019,0,2059.69,0
644,2022-02-07 23:23:31,February 2022,0,1445.91,0
645,2019-01-26 09:12:30,January 2019,0,1725.83,0
647,2019-12-28 10:58:23,December 2019,0,1663.07,0
650,2018-10-28 08:42:32,October 2018,0,1913.34,0
654,2020-12-27 01:17:09,December 2020,0,1565.12,0
655,2018-11-26 01:57:01,November 2018,0,1703.04,0
656,2018-01-03 06:09:51,January 2018,0,1922.35,0
658,2019-04-22 19:34:42,April 2019,0,1925.38,0
659,2018-11-03 03:02:12,November 2018,0,2399.4,0
660,2018-11-22 13:13:42,November 2018,0,1646.77,0
710,2020-12-08 00:08:16,December 2020,0,1627.76,0
712,2022-03-31 03:38:35,March 2022,0,2193.39,0
713,2018-12-05 10:05:02,December 2018,0,1290.92,0
717,2018-02-14 18:15:10,February 2018,0,1367.38,0
718,2018-03-04 20:49:11,March 2018,0,2057.78,0
719,2020-02-21 04:31:39,February 2020,0,2010.34,0
753,2020-11-11 22:42:07,November 2020,0,2279.86,0
755,2018-12-03 02:48:34,December 2018,0,1933.39,0
756,2021-01-10 19:03:39,January 2021,0,1856.28,0
758,2019-05-08 06:37:57,May 2019,0,1920.66,0
760,2018-05-14 22:33:54,May 2018,0,1901.9,0
763,2018-09-23 03:24:22,September 2018,0,1665.45,0
765,2022-02-14 14:13:36,February 2022,0,1302.91,0
768,2020-05-25 14:02:28,May 2020,0,1812.68,0
770,2018-06-16 19:10:15,June 2018,0,1241.56,0
771,2020-01-23 22:29:06,January 2020,0,2061.93,0
774,2019-09-16 08:16:00,September 2019,0,1859.53,0
776,2018-07-01 12:27:23,July 2018,0,1494.16,0
779,2021-01-22 17:15:03,January 2021,0,2141.37,0
782,2018-03-25 08:45:11,March 2018,0,1620.23,0
783,2020-07-25 22:11:36,July 2020,0,2066.79,0
784,2021-06-04 05:52:17,June 2021,0,1773.07,0
787,2019-07-31 04:54:21,July 2019,0,2219.59,0
788,2020-04-16 21:40:00,April 2020,0,1368.98,0
790,2019-07-04 10:07:38,July 2019,0,1615.62,0
791,2021-07-05 16:10:33,July 2021,0,1801.94,0
792,2020-06-22 12:44:00,June 2020,0,1678.56,0
793,2021-10-22 23:10:46,October 2021,0,1759.63,0
794,2019-05-21 12:34:33,May 2019,0,1471.73,0
795,2022-01-19 05:37:41,January 2022,0,1978.66,0
796,2020-12-24 00:46:04,December 2020,0,1515.55,0
797,2022-04-26 21:37:45,April 2022,0,1963.18,0
801,2018-12-03 17:28:11,December 2018,0,1482.14,0
860,2019-11-12 14:19:03,November 2019,0,1241.11,0
861,2022-03-23 19:10:40,March 2022,0,2190.4,0
862,2020-03-03 09:37:02,March 2020,0,2447.67,0
865,2021-04-26 12:09:52,April 2021,0,1890.4,0
866,2019-08-06 03:28:51,August 2019,0,2023.02,0
914,2021-08-24 20:42:26,August 2021,0,1703.07,0
918,2018-07-19 18:54:21,July 2018,0,1260.75,0
921,2021-06-10 04:54:17,June 2021,0,1604.2,0
923,2020-12-14 13:02:46,December 2020,0,1283.64,0
925,2018-06-13 10:40:40,June 2018,0,2375.48,0
926,2022-02-04 06:58:50,February 2022,0,1473.54,0
928,2020-08-20 17:22:25,August 2020,0,1599.6,0
932,2021-07-05 01:29:23,July 2021,0,1531.41,0
959,2021-10-28 16:01:14,October 2021,0,1956.17,0
960,2022-02-19 06:59:35,February 2022,0,2393.84,0
961,2020-04-02 17:04:48,April 2020,0,2200.47,0
968,2022-05-15 12:39:29,May 2022,0,1532.79,0
977,2021-09-10 05:40:35,September 2021,0,2287.81,0
979,2020-11-29 08:45:09,November 2020,0,1396.17,0
982,2018-06-14 15:51:05,June 2018,0,2269.55,0
983,2018-08-11 02:02:12,August 2018,0,1306.49,0
986,2019-12-20 21:30:41,December 2019,0,1282.48,0
987,2019-04-25 10:07:08,April 2019,0,1435.2,0
988,2018-09-01 08:45:44,September 2018,0,1965.41,0
989,2021-08-25 00:25:00,August 2021,0,1737.73,0
990,2018-09-22 05:23:33,September 2018,0,1304.26,0
991,2018-11-10 12:33:53,November 2018,0,2309.17,0
992,2018-10-23 21:57:52,October 2018,0,2060.8,0
993,2018-08-21 18:01:42,August 2018,0,2281.28,0
995,2018-01-01 21:41:23,January 2018,0,2208.68,0
996,2018-08-05 06:55:24,August 2018,0,1236.13,0
997,2021-06-24 19:18:13,June 2021,0,1952.89,0
999,2018-09-24 04:57:16,September 2018,0,1690.62,0
28,2019-05-02 17:08:21,May 2019,0,1425.91,0
32,2018-11-15 01:11:47,November 2018,0,1536.71,0
36,2019-03-04 15:26:42,March 2019,0,2277.46,0
37,2021-04-09 02:04:49,April 2021,0,1245.73,0
39,2021-07-19 01:43:09,July 2021,0,2366.59,0
41,2018-03-08 22:04:10,March 2018,0,1540.76,0
42,2018-04-05 08:17:26,April 2018,0,1997.9,0
44,2019-11-09 04:56:24,November 2019,0,2406.72,0
45,2018-05-19 22:39:50,May 2018,0,1712.4,0
46,2020-03-29 10:37:24,March 2020,0,1577.61,0
47,2021-04-22 08:37:45,April 2021,0,2364.67,0
66,2019-08-02 11:23:59,August 2019,0,1293.66,0
70,2018-03-30 09:00:24,March 2018,0,2241.0,0
71,2021-12-18 15:05:57,December 2021,0,1635.79,0
74,2020-10-03 07:53:17,October 2020,0,1959.88,0
76,2019-02-24 18:45:38,February 2019,0,1353.54,0
117,2019-12-14 23:49:57,December 2019,0,2360.64,0
121,2018-06-16 19:19:18,June 2018,0,1525.41,0
123,2020-02-01 13:53:45,February 2020,0,1712.91,0
126,2018-04-16 05:44:55,April 2018,0,2354.28,0
128,2019-07-15 03:18:49,July 2019,0,1483.56,0
130,2018-12-14 06:03:17,December 2018,0,1845.99,0
131,2020-06-19 06:12:17,June 2020,0,1512.99,0
132,2022-02-09 04:48:10,February 2022,0,1523.45,0
136,2018-06-27 00:36:29,June 2018,0,1600.39,0
137,2021-09-05 20:27:13,September 2021,0,2226.59,0
139,2020-04-02 06:29:16,April 2020,0,1881.69,0
158,2018-05-24 06:46:24,May 2018,0,2340.79,0
163,2020-09-21 19:36:46,September 2020,0,2412.93,0
167,2021-03-26 03:14:45,March 2021,0,1647.37,0
168,2018-04-16 10:08:30,April 2018,0,2048.39,0
169,2019-10-27 20:18:29,October 2019,0,2033.76,0
170,2020-06-21 21:14:30,June 2020,0,1649.13,0
171,2021-07-13 11:03:58,July 2021,0,2435.95,0
172,2018-04-16 18:58:26,April 2018,0,1292.81,0
176,2019-07-12 14:42:52,July 2019,0,1958.99,0
177,2021-02-14 11:27:46,February 2021,0,1268.64,0
178,2020-04-10 16:45:07,April 2020,0,1397.07,0
182,2019-10-13 17:49:50,October 2019,0,1235.07,0
214,2019-07-06 13:53:14,July 2019,0,2159.8,0
215,2021-01-17 20:17:08,January 2021,0,1336.76,0
219,2021-12-15 09:20:14,December 2021,0,2423.08,0
220,2018-05-28 16:01:11,May 2018,0,2126.11,0
224,2019-11-14 04:54:57,November 2019,0,1365.43,0
225,2020-04-18 22:28:36,April 2020,0,1558.37,0
258,2019-01-29 10:05:28,January 2019,0,2228.65,0
261,2018-11-21 14:10:29,November 2018,0,1582.41,0
262,2020-12-06 02:33:13,December 2020,0,2129.13,0
263,2021-04-02 11:49:10,April 2021,0,2012.67,0
264,2022-01-16 16:29:25,January 2022,0,1635.29,0
302,2022-02-28 20:13:51,February 2022,0,2141.17,0
303,2021-04-09 03:36:03,April 2021,0,1630.72,0
304,2020-08-19 22:37:13,August 2020,0,1278.4,0
306,2019-06-07 05:16:38,June 2019,0,1285.49,0
307,2021-01-31 16:41:10,January 2021,0,2395.97,0
308,2020-09-01 09:17:19,September 2020,0,2150.2,0
312,2018-07-19 03:48:27,July 2018,0,1665.3,0
313,2020-07-30 23:59:37,July 2020,0,1472.1,0
315,2018-10-04 10:22:37,October 2018,0,2177.64,0
316,2020-05-18 03:01:35,May 2020,0,1813.95,0
317,2019-11-12 06:32:53,November 2019,0,2403.46,0
361,2022-02-15 08:53:15,February 2022,0,2483.6,0
364,2018-04-17 11:15:07,April 2018,0,2183.41,0
367,2019-08-29 08:03:33,August 2019,0,2270.32,0
370,2019-05-29 00:37:51,May 2019,0,1823.8,0
375,2018-10-13 19:32:09,October 2018,0,1971.58,0
376,2019-08-06 18:14:04,August 2019,0,2316.77,0
381,2019-07-11 05:38:26,July 2019,0,2293.75,0
382,2018-12-13 21:32:37,December 2018,0,2065.45,0
384,2019-08-20 21:16:44,August 2019,0,2353.81,0
385,2022-02-25 04:38:07,February 2022,0,1534.04,0
387,2020-12-16 03:19:07,December 2020,0,1965.38,0
390,2018-04-23 19:51:20,April 2018,0,1549.0,0
391,2020-03-31 08:21:08,March 2020,0,2054.41,0
393,2018-06-04 11:53:43,June 2018,0,2347.6,0
395,2021-03-31 22:33:50,March 2021,0,2193.45,0
399,2018-08-25 02:32:55,August 2018,0,2151.33,0
400,2020-04-14 02:16:31,April 2020,0,1770.72,0
401,2019-05-13 10:17:44,May 2019,0,1703.59,0
456,2021-05-21 08:46:58,May 2021,0,2473.92,0
457,2018-03-18 05:40:39,March 2018,0,1831.3,0
459,2021-12-07 06:24:40,December 2021,0,2004.98,0
464,2019-11-07 08:41:49,November 2019,0,1413.34,0
465,2020-08-05 05:04:55,August 2020,0,1237.6,0
467,2021-04-17 23:37:25,April 2021,0,2311.49,0
468,2021-08-10 08:43:55,August 2021,0,2203.08,0
469,2021-06-03 07:17:46,June 2021,0,1346.71,0
472,2018-01-07 20:38:58,January 2018,0,1521.31,0
474,2022-04-15 09:54:07,April 2022,0,1674.63,0
477,2020-12-07 16:48:06,December 2020,0,2254.2,0
522,2019-06-13 01:21:08,June 2019,0,1704.94,0
523,2022-03-23 07:26:01,March 2022,0,2478.47,0
524,2021-08-15 15:23:56,August 2021,0,1847.75,0
529,2019-07-13 10:33:10,July 2019,0,1867.11,0
531,2019-09-22 05:56:56,September 2019,0,1390.65,0
532,2018-09-24 14:27:33,September 2018,0,1885.38,0
536,2021-08-25 03:12:06,August 2021,0,2392.87,0
537,2021-02-27 21:07:18,February 2021,0,1813.54,0
538,2019-11-03 13:56:26,November 2019,0,1828.47,0
543,2019-01-29 02:12:31,January 2019,0,2096.65,0
547,2020-09-01 23:27:49,September 2020,0,1760.89,0
550,2021-05-13 03:57:17,May 2021,0,2068.29,0
552,2019-08-16 17:32:58,August 2019,0,2269.75,0
553,2021-05-14 05:47:25,May 2021,0,2405.77,0
554,2021-09-30 03:02:37,September 2021,0,2398.47,0
555,2021-04-04 15:41:51,April 2021,0,1413.1,0
556,2019-02-24 07:10:35,February 2019,0,2050.35,0
559,2020-07-24 05:18:44,July 2020,0,2483.13,0
560,2021-09-14 01:14:25,September 2021,0,1774.26,0
562,2018-12-16 13:58:26,December 2018,0,1258.83,0
565,2020-11-05 00:36:30,November 2020,0,1302.48,0
566,2019-08-22 12:19:17,August 2019,0,2045.54,0
567,2022-04-26 18:41:17,April 2022,0,2314.18,0
569,2021-07-01 05:25:05,July 2021,0,2429.19,0
570,2019-10-15 17:23:13,October 2019,0,1447.09,0
571,2020-11-30 05:49:05,November 2020,0,1858.65,0
574,2019-07-31 22:17:48,July 2019,0,2438.22,0
575,2021-11-29 22:10:26,November 2021,0,1615.43,0
576,2018-09-29 12:57:05,September 2018,0,1841.42,0
632,2021-11-04 06:30:44,November 2021,0,1705.65,0
635,2020-01-21 16:59:27,January 2020,0,2398.74,0
638,2019-02-07 01:22:48,February 2019,0,2024.61,0
639,2018-05-28 10:38:15,May 2018,0,1361.43,0
644,2022-03-04 06:38:01,March 2022,0,1913.98,0
645,2019-05-15 01:47:51,May 2019,0,1606.67,0
647,2020-10-25 03:53:01,October 2020,0,1406.45,0
650,2018-11-24 12:13:01,November 2018,0,2066.09,0
654,2019-08-11 16:06:13,August 2019,0,1997.2,0
655,2020-09-20 10:13:33,September 2020,0,1621.8,0
656,2018-08-18 05:35:42,August 2018,0,2463.88,0
658,2022-05-01 03:12:19,May 2022,0,1876.86,0
659,2021-11-22 05:31:01,November 2021,0,1548.89,0
660,2018-10-11 10:56:56,October 2018,0,1412.85,0
710,2018-02-07 07:15:20,February 2018,0,1315.46,0
712,2020-02-23 08:18:05,February 2020,0,2232.03,0
713,2022-03-18 00:46:51,March 2022,0,1408.19,0
717,2018-08-29 07:06:19,August 2018,0,1523.88,0
718,2021-10-16 15:06:28,October 2021,0,1427.15,0
719,2018-12-22 02:41:06,December 2018,0,2229.42,0
753,2019-01-26 02:53:05,January 2019,0,2272.97,0
755,2022-04-07 10:58:13,April 2022,0,1286.75,0
756,2021-09-08 01:04:47,September 2021,0,2457.34,0
758,2021-06-02 19:47:08,June 2021,0,1444.19,0
760,2018-08-16 12:02:22,August 2018,0,1857.18,0
763,2022-05-01 01:12:54,May 2022,0,1681.88,0
765,2020-03-22 08:00:20,March 2020,0,1938.24,0
768,2021-11-29 14:21:38,November 2021,0,1593.68,0
770,2018-10-05 01:39:33,October 2018,0,1255.86,0
771,2020-02-05 02:29:20,February 2020,0,2205.14,0
774,2020-02-14 15:21:29,February 2020,0,1251.7,0
776,2019-04-19 03:53:44,April 2019,0,2160.67,0
779,2021-06-11 11:11:44,June 2021,0,2342.14,0
782,2018-10-26 01:14:04,October 2018,0,2204.08,0
783,2020-12-21 20:20:16,December 2020,0,2232.13,0
784,2020-09-15 03:41:14,September 2020,0,1777.31,0
787,2019-09-29 19:32:01,September 2019,0,2368.24,0
788,2021-02-26 18:14:20,February 2021,0,1611.76,0
790,2021-02-22 12:02:41,February 2021,0,1580.16,0
791,2021-12-08 04:04:00,December 2021,0,2402.0,0
792,2021-06-22 08:18:10,June 2021,0,1760.39,0
793,2019-10-09 21:50:35,October 2019,0,1938.62,0
794,2021-12-31 18:28:44,December 2021,0,1760.35,0
795,2021-11-28 17:27:17,November 2021,0,2290.56,0
796,2019-09-18 13:42:03,September 2019,0,2473.72,0
797,2018-03-10 20:07:21,March 2018,0,1737.04,0
801,2020-12-31 09:47:17,December 2020,0,2209.2,0
860,2018-01-17 15:31:54,January 2018,0,2486.68,0
861,2018-12-30 05:32:52,December 2018,0,2459.84,0
862,2018-07-18 10:06:39,July 2018,0,1402.59,0
865,2021-12-15 19:35:11,December 2021,0,1609.76,0
866,2019-11-28 11:55:29,November 2019,0,1953.81,0
914,2019-06-19 19:23:40,June 2019,0,1456.04,0
918,2020-12-19 15:35:00,December 2020,0,2288.54,0
921,2021-09-07 12:09:55,September 2021,0,1909.65,0
923,2021-04-20 16:48:11,April 2021,0,1223.49,0
925,2018-07-03 19:32:38,July 2018,0,1990.92,0
926,2021-09-08 04:02:35,September 2021,0,2362.55,0
928,2018-12-30 16:01:52,December 2018,0,2392.6,0
932,2020-09-01 10:29:47,September 2020,0,2280.62,0
959,2019-03-02 08:07:44,March 2019,0,1371.09,0
960,2020-09-30 15:04:09,September 2020,0,1368.83,0
961,2019-11-26 03:56:45,November 2019,0,2460.01,0
968,2019-05-02 09:38:03,May 2019,0,2413.36,0
977,2020-11-22 06:20:58,November 2020,0,1519.29,0
979,2021-10-23 06:07:48,October 2021,0,1971.98,0
982,2018-04-25 17:05:38,April 2018,0,2040.22,0
983,2018-11-24 04:59:44,November 2018,0,1217.61,0
986,2019-03-24 12:58:10,March 2019,0,2408.47,0
987,2018-02-26 15:05:28,February 2018,0,1965.26,0
988,2019-05-13 01:23:20,May 2019,0,2061.23,0
989,2020-06-11 08:09:35,June 2020,0,1631.53,0
990,2022-03-17 23:34:13,March 2022,0,1753.12,0
991,2021-08-27 23:02:48,August 2021,0,1206.83,0
992,2018-04-21 17:56:22,April 2018,0,1318.36,0
993,2018-04-05 08:50:41,April 2018,0,1865.4,0
995,2020-08-30 11:58:55,August 2020,0,2390.92,0
996,2020-11-12 11:36:33,November 2020,0,2371.27,0
997,2021-11-23 16:14:11,November 2021,0,1204.11,0
999,2022-03-25 03:34:57,March 2022,0,1405.99,0
28,2020-10-08 17:20:41,October 2020,0,1451.48,0
32,2020-03-08 02:23:00,March 2020,0,2041.59,0
36,2021-05-09 22:12:52,May 2021,0,1245.91,0
37,2020-12-08 11:15:37,December 2020,0,1534.97,0
39,2020-12-23 12:42:37,December 2020,0,1806.2,0
41,2019-01-05 08:15:57,January 2019,0,2406.06,0
42,2019-01-16 01:52:10,January 2019,0,2055.09,0
44,2018-04-17 05:03:47,April 2018,0,1549.46,0
45,2019-07-11 09:36:10,July 2019,0,2344.08,0
46,2022-01-23 14:24:18,January 2022,0,1865.76,0
47,2021-06-02 21:15:23,June 2021,0,2022.84,0
66,2019-06-25 09:16:58,June 2019,0,1407.38,0
70,2021-07-04 02:44:45,July 2021,0,2439.32,0
71,2021-11-15 22:53:26,November 2021,0,2458.12,0
74,2021-09-27 13:24:53,September 2021,0,1908.18,0
76,2018-09-14 13:50:27,September 2018,0,1481.76,0
117,2021-03-27 08:56:19,March 2021,0,1993.15,0
121,2018-08-02 09:41:10,August 2018,0,2332.97,0
123,2022-01-08 19:39:38,January 2022,0,1453.1,0
126,2022-03-15 09:48:57,March 2022,0,1434.58,0
128,2018-12-10 22:31:48,December 2018,0,1206.0,0
130,2020-04-08 23:25:55,April 2020,0,1550.39,0
131,2020-07-21 09:55:12,July 2020,0,1741.19,0
132,2021-12-31 00:14:28,December 2021,0,1831.44,0
136,2020-06-24 08:42:40,June 2020,0,2278.27,0
137,2018-06-28 16:36:50,June 2018,0,2109.49,0
139,2020-10-17 21:47:32,October 2020,0,2437.27,0
158,2020-09-21 01:24:31,September 2020,0,1909.06,0
163,2018-12-10 01:00:08,December 2018,0,1375.5,0
167,2019-03-27 15:33:13,March 2019,0,2479.98,0
168,2021-10-12 14:31:11,October 2021,0,2175.4,0
169,2018-10-29 06:04:57,October 2018,0,2324.15,0
170,2019-10-18 01:43:19,October 2019,0,1433.25,0
171,2018-01-27 09:14:23,January 2018,0,1432.6,0
172,2018-12-28 11:05:41,December 2018,0,2030.37,0
176,2018-04-08 16:08:58,April 2018,0,1444.42,0
177,2020-05-16 06:25:52,May 2020,0,1982.81,0
178,2021-06-14 09:26:07,June 2021,0,1647.48,0
182,2020-03-21 03:56:03,March 2020,0,1516.72,0
214,2021-06-24 21:59:21,June 2021,0,2460.92,0
215,2019-09-14 23:10:40,September 2019,0,2401.73,0
219,2018-04-22 01:32:11,April 2018,0,1962.93,0
220,2021-11-15 02:27:31,November 2021,0,1580.03,0
224,2018-05-12 14:41:47,May 2018,0,1739.14,0
225,2018-01-17 18:52:47,January 2018,0,1478.63,0
258,2019-02-16 16:46:19,February 2019,0,2462.84,0
261,2018-03-16 13:05:00,March 2018,0,1499.18,0
262,2018-04-10 02:52:08,April 2018,0,1428.57,0
263,2019-08-01 09:30:46,August 2019,0,1965.04,0
264,2020-05-09 06:16:17,May 2020,0,1945.37,0
302,2018-02-21 10:08:53,February 2018,0,1316.03,0
303,2020-08-22 00:54:53,August 2020,0,1480.42,0
304,2019-12-19 07:09:31,December 2019,0,2428.39,0
306,2020-12-23 03:59:51,December 2020,0,1218.57,0
307,2019-08-27 05:55:30,August 2019,0,2095.35,0
308,2022-02-13 09:50:06,February 2022,0,1621.68,0
312,2019-12-17 06:24:27,December 2019,0,2280.91,0
313,2018-02-27 10:04:05,February 2018,0,1887.16,0
315,2021-11-25 20:58:04,November 2021,0,2269.78,0
316,2021-01-13 07:30:06,January 2021,0,1392.19,0
317,2019-05-07 12:32:50,May 2019,0,2102.62,0
361,2020-09-11 17:22:32,September 2020,0,1712.83,0
364,2018-01-11 09:35:14,January 2018,0,1337.52,0
367,2018-11-04 00:13:44,November 2018,0,1547.92,0
370,2019-10-26 18:20:11,October 2019,0,1787.7,0
375,2021-06-03 18:33:03,June 2021,0,1417.75,0
376,2021-08-30 02:09:59,August 2021,0,1245.24,0
381,2018-10-11 11:47:41,October 2018,0,1781.16,0
382,2018-09-04 00:26:25,September 2018,0,1509.5,0
384,2020-01-11 23:38:17,January 2020,0,1494.29,0
385,2020-06-04 04:05:03,June 2020,0,2374.94,0
387,2018-07-12 04:28:33,July 2018,0,2448.61,0
390,2018-03-12 11:50:54,March 2018,0,2212.31,0
391,2019-07-22 12:02:33,July 2019,0,2069.88,0
393,2019-07-12 11:07:40,July 2019,0,1593.67,0
395,2019-01-11 23:43:49,January 2019,0,1849.12,0
399,2019-09-03 08:33:22,September 2019,0,2052.18,0
400,2019-09-12 02:52:38,September 2019,0,1396.42,0
401,2018-12-18 02:28:47,December 2018,0,1595.09,0
456,2019-10-26 01:02:01,October 2019,0,2430.3,0
457,2019-02-27 20:40:28,February 2019,0,1220.52,0
459,2020-04-20 00:27:19,April 2020,0,2128.33,0
464,2018-05-20 10:14:42,May 2018,0,1678.05,0
465,2018-10-11 19:09:43,October 2018,0,1889.17,0
467,2020-07-16 12:50:40,July 2020,0,1514.22,0
468,2019-03-15 21:19:35,March 2019,0,1980.47,0
469,2019-07-16 05:09:37,July 2019,0,1697.29,0
472,2021-12-24 23:40:34,December 2021,0,1869.13,0
474,2021-01-07 11:15:48,January 2021,0,2306.57,0
477,2021-12-07 23:02:46,December 2021,0,1895.24,0
522,2018-10-07 02:21:17,October 2018,0,1479.38,0
523,2019-07-20 23:05:36,July 2019,0,1693.99,0
524,2021-02-13 09:23:44,February 2021,0,1273.09,0
529,2020-12-15 02:46:00,December 2020,0,1215.88,0
531,2019-01-24 05:52:20,January 2019,0,2026.09,0
532,2021-08-08 20:31:10,August 2021,0,2096.88,0
536,2019-06-04 13:59:58,June 2019,0,1494.54,0
537,2021-07-08 11:54:01,July 2021,0,2270.88,0
538,2020-04-19 12:00:43,April 2020,0,2266.43,0
543,2019-08-17 02:28:51,August 2019,0,1626.74,0
547,2018-01-16 06:56:38,January 2018,0,1621.12,0
550,2018-02-01 13:45:19,February 2018,0,1952.13,0
552,2019-09-07 07:02:49,September 2019,0,1535.28,0
553,2019-04-23 05:26:19,April 2019,0,2126.96,0
554,2018-09-19 11:31:34,September 2018,0,1710.06,0
555,2018-10-21 13:17:40,October 2018,0,1900.15,0
556,2022-02-10 23:37:51,February 2022,0,2485.77,0
559,2019-08-21 05:04:56,August 2019,0,1938.66,0
560,2019-01-13 19:46:59,January 2019,0,2034.85,0
562,2021-03-30 08:00:34,March 2021,0,2169.96,0
565,2018-05-06 15:40:29,May 2018,0,1306.44,0
566,2019-12-22 21:04:27,December 2019,0,1370.71,0
567,2019-02-02 11:06:51,February 2019,0,2422.7,0
569,2018-12-08 00:17:40,December 2018,0,1481.42,0
570,2019-05-09 04:11:15,May 2019,0,1345.39,0
571,2018-02-12 08:35:41,February 2018,0,2341.66,0
574,2018-03-21 00:51:30,March 2018,0,1590.53,0
575,2020-11-22 09:14:46,November 2020,0,1962.7,0
576,2019-02-12 20:30:28,February 2019,0,2310.43,0
632,2018-06-12 09:33:41,June 2018,0,2167.38,0
635,2020-09-25 15:24:16,September 2020,0,1596.8,0
638,2018-01-25 18:57:14,January 2018,0,2453.76,0
639,2019-05-20 00:34:12,May 2019,0,2480.32,0
644,2019-02-07 03:22:59,February 2019,0,1268.33,0
645,2019-03-06 21:01:06,March 2019,0,1614.9,0
647,2022-01-11 18:30:08,January 2022,0,1329.27,0
650,2020-03-15 11:02:39,March 2020,0,1987.05,0
654,2019-09-14 20:32:28,September 2019,0,1769.94,0
655,2021-04-05 20:46:28,April 2021,0,1864.16,0
656,2019-07-04 09:15:43,July 2019,0,1274.99,0
658,2021-05-23 17:16:58,May 2021,0,2164.27,0
659,2020-10-06 00:30:19,October 2020,0,2267.1,0
660,2020-12-12 08:23:00,December 2020,0,2262.2,0
710,2019-12-20 01:41:10,December 2019,0,1993.32,0
712,2021-08-02 02:52:50,August 2021,0,1231.7,0
713,2020-03-02 03:08:58,March 2020,0,1287.3,0
717,2018-06-13 18:24:38,June 2018,0,1351.12,0
718,2019-02-28 22:38:06,February 2019,0,2065.16,0
719,2021-10-24 12:42:16,October 2021,0,1524.15,0
753,2019-12-01 18:01:36,December 2019,0,2085.39,0
755,2018-01-03 10:42:11,January 2018,0,2405.14,0
756,2022-05-08 15:21:52,May 2022,0,1925.34,0
758,2021-11-23 19:22:16,November 2021,0,2465.88,0
760,2018-11-02 06:56:33,November 2018,0,2435.72,0
763,2019-06-04 11:07:11,June 2019,0,1216.28,0
765,2018-07-23 14:05:17,July 2018,0,1449.08,0
768,2019-05-22 05:15:28,May 2019,0,2296.05,0
770,2020-02-20 06:07:22,February 2020,0,1655.68,0
771,2020-05-28 08:02:25,May 2020,0,1831.18,0
774,2018-03-19 04:45:05,March 2018,0,1918.81,0
776,2019-09-18 22:55:26,September 2019,0,1723.99,0
779,2020-08-29 15:39:07,August 2020,0,1543.31,0
782,2021-01-15 11:19:49,January 2021,0,2382.28,0
783,2019-01-30 07:33:26,January 2019,0,2462.51,0
784,2019-01-26 10:33:02,January 2019,0,1756.11,0
787,2018-07-11 05:23:30,July 2018,0,1726.93,0
788,2021-03-01 12:57:21,March 2021,0,1862.28,0
790,2021-02-21 23:44:08,February 2021,0,2203.5,0
791,2021-03-28 10:55:23,March 2021,0,1958.18,0
792,2022-02-28 21:31:09,February 2022,0,1445.99,0
793,2021-11-03 20:34:50,November 2021,0,1490.17,0
794,2020-03-13 18:57:04,March 2020,0,1834.87,0
795,2020-08-19 16:31:34,August 2020,0,1268.35,0
796,2019-06-03 15:22:16,June 2019,0,2124.54,0
797,2020-01-21 06:20:11,January 2020,0,1756.66,0
