boarding_time,arrived_time
2021-08-14 20:58:06,2021-08-15 02:58:06
2020-02-18 15:01:41,2020-02-19 02:01:41
2019-12-15 14:29:37,2019-12-15 20:29:37
2021-04-14 19:45:40,2021-04-14 23:45:40
2018-09-23 17:53:16,2018-09-24 04:53:16
2019-07-17 03:17:18,2019-07-17 10:17:18
2021-01-16 12:08:42,2021-01-16 17:08:42
2019-01-03 12:19:40,2019-01-03 23:19:40
2018-12-13 13:27:10,2018-12-13 23:27:10
2020-09-10 04:48:41,2020-09-10 12:48:41
2018-07-02 23:04:13,2018-07-03 09:04:13
2018-07-11 05:01:40,2018-07-11 10:01:40
2021-11-01 13:32:21,2021-11-02 01:32:21
2021-04-14 06:57:35,2021-04-14 10:57:35
2020-07-28 09:44:12,2020-07-28 18:44:12
2019-05-15 21:53:43,2019-05-16 01:53:43
2019-11-23 09:00:08,2019-11-23 15:00:08
2021-12-18 11:56:14,2021-12-18 16:56:14
2020-12-16 21:43:34,2020-12-17 09:43:34
2019-05-25 22:58:08,2019-05-26 07:58:08
2020-12-31 20:59:15,2021-01-01 08:59:15
2018-12-18 02:50:48,2018-12-18 10:50:48
2020-10-12 14:32:55,2020-10-12 20:32:55
2018-07-28 18:29:37,2018-07-28 23:29:37
2021-04-14 06:03:00,2021-04-14 13:03:00
2018-09-11 01:21:40,2018-09-11 08:21:40
2020-07-30 10:43:56,2020-07-30 22:43:56
2021-10-27 03:53:48,2021-10-27 15:53:48
2018-01-03 21:59:31,2018-01-04 02:59:31
2020-03-17 02:37:33,2020-03-17 12:37:33
2018-02-10 00:33:32,2018-02-10 10:33:32
2019-10-11 03:14:57,2019-10-11 09:14:57
2018-09-12 20:52:24,2018-09-13 07:52:24
2020-11-07 02:26:33,2020-11-07 06:26:33
2018-12-31 07:29:34,2018-12-31 17:29:34
2020-03-28 07:29:24,2020-03-28 16:29:24
2018-11-20 14:27:46,2018-11-20 23:27:46
2019-09-03 09:31:49,2019-09-03 19:31:49
2021-12-15 06:10:15,2021-12-15 18:10:15
2019-07-05 20:17:28,2019-07-06 02:17:28
2020-06-16 23:25:41,2020-06-17 07:25:41
2019-11-11 11:44:58,2019-11-11 16:44:58
2020-05-11 03:45:41,2020-05-11 09:45:41
2018-08-14 17:04:21,2018-08-14 23:04:21
2021-06-03 02:00:01,2021-06-03 12:00:01
2021-05-03 03:27:58,2021-05-03 09:27:58
2021-07-08 03:19:05,2021-07-08 08:19:05
2020-09-27 10:03:16,2020-09-27 22:03:16
2021-10-31 12:09:56,2021-10-31 21:09:56
2020-03-13 10:03:47,2020-03-13 21:03:47
2018-11-15 05:58:22,2018-11-15 10:58:22
2018-05-09 20:01:46,2018-05-10 01:01:46
2018-11-10 13:50:35,2018-11-10 23:50:35
2019-09-14 17:16:28,2019-09-15 00:16:28
2020-10-24 05:03:37,2020-10-24 11:03:37
2020-01-17 18:40:31,2020-01-18 05:40:31
2019-02-02 20:19:37,2019-02-03 04:19:37
2021-10-02 23:52:20,2021-10-03 04:52:20
2020-01-06 09:29:59,2020-01-06 19:29:59
2018-02-04 21:24:30,2018-02-05 06:24:30
2018-04-01 00:05:07,2018-04-01 07:05:07
2019-03-17 10:45:02,2019-03-17 14:45:02
2018-12-23 13:32:14,2018-12-23 18:32:14
2019-06-28 10:32:51,2019-06-28 21:32:51
2021-06-19 15:10:16,2021-06-19 19:10:16
2019-05-04 08:20:50,2019-05-04 12:20:50
2019-02-15 08:32:23,2019-02-15 18:32:23
2020-07-18 12:43:00,2020-07-18 21:43:00
2021-06-12 01:12:27,2021-06-12 10:12:27
2020-11-19 11:13:15,2020-11-19 15:13:15
2018-03-28 09:09:39,2018-03-28 19:09:39
2020-03-12 22:24:03,2020-03-13 02:24:03
2021-10-23 19:50:53,2021-10-24 03:50:53
2018-08-29 18:48:18,2018-08-29 23:48:18
2018-02-28 16:49:59,2018-02-28 21:49:59
2018-02-17 21:00:03,2018-02-18 04:00:03
2019-05-15 19:09:27,2019-05-16 07:09:27
2019-02-15 22:22:01,2019-02-16 03:22:01
2018-01-12 15:19:40,2018-01-13 02:19:40
2019-07-23 07:58:08,2019-07-23 12:58:08
2018-01-14 18:52:19,2018-01-15 01:52:19
2019-04-25 22:42:19,2019-04-26 03:42:19
2021-01-07 09:25:26,2021-01-07 20:25:26
2020-02-07 22:19:16,2020-02-08 03:19:16
2018-01-07 18:46:12,2018-01-07 23:46:12
2020-06-09 11:51:57,2020-06-09 23:51:57
2019-03-23 18:54:53,2019-03-23 23:54:53
2021-02-04 11:54:47,2021-02-04 17:54:47
2019-10-22 15:30:48,2019-10-22 23:30:48
2020-03-30 05:09:13,2020-03-30 13:09:13
2019-12-14 23:13:14,2019-12-15 06:13:14
2018-09-09 17:42:52,2018-09-09 22:42:52
2021-11-18 01:27:37,2021-11-18 12:27:37
2018-12-27 11:42:19,2018-12-27 16:42:19
2021-09-18 04:19:25,2021-09-18 11:19:25
2018-08-31 13:06:56,2018-08-31 21:06:56
2019-07-15 00:17:30,2019-07-15 06:17:30
2019-08-27 00:35:34,2019-08-27 11:35:34
2021-06-13 13:05:38,2021-06-13 17:05:38
2019-03-18 05:14:30,2019-03-18 11:14:30
2019-08-04 01:57:46,2019-08-04 05:57:46
2018-01-18 15:43:56,2018-01-18 21:43:56
2021-04-20 12:35:17,2021-04-20 18:35:17
2020-11-27 00:44:09,2020-11-27 06:44:09
2019-10-21 03:27:45,2019-10-21 13:27:45
2020-07-16 03:24:02,2020-07-16 08:24:02
2021-03-22 08:44:27,2021-03-22 20:44:27
2021-06-29 23:52:21,2021-06-30 06:52:21
2019-12-07 06:00:30,2019-12-07 14:00:30
2018-03-08 23:16:13,2018-03-09 07:16:13
2020-08-08 17:39:54,2020-08-09 02:39:54
2018-04-02 01:12:42,2018-04-02 12:12:42
2019-11-10 12:07:31,2019-11-10 22:07:31
2019-10-02 15:55:04,2019-10-03 02:55:04
2021-10-24 17:38:17,2021-10-25 01:38:17
2021-08-28 01:29:00,2021-08-28 06:29:00
2020-01-12 00:20:26,2020-01-12 07:20:26
2018-08-30 04:47:40,2018-08-30 13:47:40
2018-05-04 01:35:20,2018-05-04 05:35:20
2021-01-15 21:24:05,2021-01-16 03:24:05
2018-07-03 08:33:20,2018-07-03 20:33:20
2018-10-20 02:11:54,2018-10-20 14:11:54
2018-08-18 08:25:08,2018-08-18 17:25:08
2018-11-23 09:30:15,2018-11-23 19:30:15
2018-01-06 04:00:36,2018-01-06 14:00:36
2018-07-07 12:00:02,2018-07-07 22:00:02
2021-04-13 02:36:25,2021-04-13 06:36:25
2018-12-26 20:55:23,2018-12-27 04:55:23
2018-05-08 16:31:26,2018-05-08 23:31:26
2018-07-14 17:23:32,2018-07-15 00:23:32
2019-07-12 04:00:33,2019-07-12 09:00:33
2021-12-27 01:51:42,2021-12-27 08:51:42
2020-10-11 16:29:22,2020-10-12 01:29:22
2021-07-24 16:53:01,2021-07-25 01:53:01
2020-03-20 21:22:34,2020-03-21 09:22:34
2021-09-01 13:59:04,2021-09-02 01:59:04
2019-08-30 20:30:26,2019-08-31 04:30:26
2019-12-23 09:31:32,2019-12-23 14:31:32
2019-05-29 11:15:59,2019-05-29 21:15:59
2018-06-01 17:09:12,2018-06-01 21:09:12
2019-04-30 14:59:48,2019-05-01 00:59:48
2021-10-05 14:48:42,2021-10-05 18:48:42
2021-09-29 22:50:18,2021-09-30 10:50:18
2020-01-13 10:41:18,2020-01-13 16:41:18
2020-03-17 02:24:33,2020-03-17 11:24:33
2020-03-27 11:51:50,2020-03-27 16:51:50
2018-08-07 18:59:37,2018-08-08 06:59:37
2020-07-22 18:59:14,2020-07-23 02:59:14
2018-10-31 22:29:05,2018-11-01 08:29:05
2020-12-31 11:27:08,2020-12-31 15:27:08
2019-02-18 06:22:22,2019-02-18 10:22:22
2019-02-13 02:19:09,2019-02-13 13:19:09
2020-12-22 09:09:56,2020-12-22 17:09:56
2021-11-03 01:59:34,2021-11-03 09:59:34
2021-12-20 04:40:55,2021-12-20 10:40:55
2020-04-28 18:25:30,2020-04-29 00:25:30
2021-02-27 02:06:15,2021-02-27 09:06:15
2018-09-27 01:54:31,2018-09-27 12:54:31
2018-09-19 19:36:00,2018-09-20 00:36:00
2020-04-08 14:39:11,2020-04-09 01:39:11
2021-04-06 19:04:12,2021-04-07 01:04:12
2020-09-16 21:43:01,2020-09-17 01:43:01
2018-01-03 21:39:35,2018-01-04 09:39:35
2019-01-05 07:07:39,2019-01-05 17:07:39
2020-10-17 08:08:00,2020-10-17 13:08:00
2019-06-02 17:03:42,2019-06-03 03:03:42
2021-01-05 08:58:17,2021-01-05 15:58:17
2020-07-28 22:42:30,2020-07-29 04:42:30
2018-01-23 18:19:52,2018-01-24 01:19:52
2021-05-08 16:41:10,2021-05-08 20:41:10
2019-12-25 04:58:44,2019-12-25 10:58:44
2020-01-14 07:35:46,2020-01-14 12:35:46
2020-05-23 12:37:23,2020-05-23 21:37:23
2020-01-22 10:41:37,2020-01-22 16:41:37
2018-08-16 07:06:32,2018-08-16 14:06:32
2020-08-20 17:50:21,2020-08-20 23:50:21
2020-08-15 04:53:39,2020-08-15 12:53:39
2020-10-27 07:31:01,2020-10-27 15:31:01
2019-01-14 09:19:49,2019-01-14 20:19:49
2020-03-24 14:41:59,2020-03-24 21:41:59
2019-09-22 10:35:28,2019-09-22 20:35:28
2019-01-19 13:32:28,2019-01-19 22:32:28
2018-06-13 14:10:56,2018-06-13 19:10:56
2020-10-20 11:18:49,2020-10-20 22:18:49
2020-06-14 03:16:21,2020-06-14 08:16:21
2019-05-07 10:39:48,2019-05-07 22:39:48
2020-11-20 19:31:15,2020-11-21 02:31:15
2019-09-03 14:17:02,2019-09-04 02:17:02
2020-01-23 21:23:04,2020-01-24 07:23:04
2020-06-03 13:45:01,2020-06-03 19:45:01
2021-11-13 13:51:40,2021-11-13 23:51:40
2019-04-21 14:12:10,2019-04-21 21:12:10
2018-07-26 20:21:43,2018-07-27 03:21:43
2018-12-27 15:48:58,2018-12-28 03:48:58
2021-02-27 05:09:34,2021-02-27 17:09:34
2021-12-08 07:48:48,2021-12-08 16:48:48
2018-06-10 00:24:25,2018-06-10 08:24:25
2019-05-07 20:04:24,2019-05-08 08:04:24
2019-12-13 03:52:39,2019-12-13 12:52:39
2020-02-26 23:57:18,2020-02-27 04:57:18
2021-03-24 04:12:25,2021-03-24 15:12:25
2019-07-01 06:11:55,2019-07-01 15:11:55
2021-02-21 05:34:26,2021-02-21 15:34:26
2021-04-30 13:27:49,2021-04-30 17:27:49
2021-01-16 10:50:29,2021-01-16 14:50:29
2021-09-12 17:28:49,2021-09-12 22:28:49
2021-10-29 11:51:18,2021-10-29 19:51:18
2019-10-27 21:29:00,2019-10-28 09:29:00
2018-10-13 17:43:40,2018-10-14 00:43:40
2021-09-25 05:25:06,2021-09-25 13:25:06
2021-02-13 08:05:10,2021-02-13 14:05:10
2018-11-08 18:45:28,2018-11-08 22:45:28
2018-06-19 22:54:13,2018-06-20 06:54:13
2020-07-08 02:19:27,2020-07-08 14:19:27
2019-03-29 03:33:57,2019-03-29 14:33:57
2021-12-06 18:31:14,2021-12-06 22:31:14
2021-09-26 08:42:29,2021-09-26 13:42:29
2019-10-25 20:11:20,2019-10-26 06:11:20
2020-04-17 09:39:42,2020-04-17 16:39:42
2018-03-13 21:44:43,2018-03-14 05:44:43
2019-10-23 02:14:42,2019-10-23 06:14:42
2018-10-17 01:07:08,2018-10-17 10:07:08
2021-11-27 14:24:38,2021-11-27 18:24:38
2018-08-15 09:03:29,2018-08-15 14:03:29
2021-11-20 05:18:11,2021-11-20 13:18:11
2020-03-07 10:30:28,2020-03-07 19:30:28
2018-10-23 21:45:22,2018-10-24 02:45:22
2021-07-25 09:10:17,2021-07-25 20:10:17
2019-06-27 23:24:55,2019-06-28 06:24:55
2019-05-17 15:52:28,2019-05-18 00:52:28
2019-05-04 08:07:26,2019-05-04 16:07:26
2019-12-26 20:27:40,2019-12-27 01:27:40
2021-08-29 13:15:41,2021-08-29 20:15:41
2019-02-18 05:38:29,2019-02-18 09:38:29
2020-01-15 02:00:27,2020-01-15 07:00:27
2021-02-09 10:05:36,2021-02-09 15:05:36
2019-07-05 05:26:26,2019-07-05 12:26:26
2020-12-21 08:27:42,2020-12-21 16:27:42
2020-03-23 20:24:44,2020-03-24 03:24:44
2021-12-16 16:46:53,2021-12-16 23:46:53
2021-02-08 09:21:46,2021-02-08 20:21:46
2018-11-21 12:42:40,2018-11-21 17:42:40
2020-03-03 03:19:42,2020-03-03 15:19:42
2021-09-18 21:37:22,2021-09-19 04:37:22
2021-01-15 06:18:01,2021-01-15 12:18:01
2018-09-09 17:23:42,2018-09-10 02:23:42
2020-07-26 13:05:19,2020-07-26 17:05:19
2021-03-29 19:29:21,2021-03-30 03:29:21
2018-10-09 16:13:39,2018-10-10 01:13:39
2020-12-19 22:30:58,2020-12-20 02:30:58
2018-01-01 14:54:42,2018-01-01 19:54:42
2020-05-07 04:41:50,2020-05-07 12:41:50
2018-12-20 08:31:16,2018-12-20 17:31:16
2019-03-04 01:49:36,2019-03-04 13:49:36
2018-11-11 00:50:30,2018-11-11 08:50:30
2019-12-09 23:38:03,2019-12-10 05:38:03
2018-11-18 05:02:48,2018-11-18 11:02:48
2020-10-05 13:56:26,2020-10-05 21:56:26
2019-03-06 02:57:30,2019-03-06 11:57:30
2021-04-25 15:34:45,2021-04-25 23:34:45
2018-06-25 06:06:06,2018-06-25 17:06:06
2018-04-23 14:03:28,2018-04-23 22:03:28
2019-11-03 06:37:22,2019-11-03 14:37:22
2018-08-24 19:13:47,2018-08-25 07:13:47
2018-05-03 04:30:41,2018-05-03 12:30:41
2020-01-20 13:42:37,2020-01-20 19:42:37
2021-04-20 19:34:59,2021-04-20 23:34:59
2019-06-25 19:05:31,2019-06-26 05:05:31
2020-02-22 05:00:38,2020-02-22 13:00:38
2021-02-22 11:19:02,2021-02-22 19:19:02
2020-09-07 00:11:43,2020-09-07 05:11:43
2020-05-21 23:28:39,2020-05-22 09:28:39
2018-05-17 19:07:54,2018-05-17 23:07:54
2020-06-12 11:56:19,2020-06-12 18:56:19
2019-02-14 10:23:33,2019-02-14 21:23:33
2021-08-17 12:06:52,2021-08-17 16:06:52
2019-03-20 12:37:19,2019-03-20 23:37:19
2021-11-24 03:06:55,2021-11-24 12:06:55
2021-04-07 12:09:14,2021-04-07 19:09:14
2021-09-10 07:39:00,2021-09-10 12:39:00
2021-04-21 21:32:45,2021-04-22 08:32:45
2018-09-20 02:48:47,2018-09-20 06:48:47
2020-08-21 00:58:47,2020-08-21 04:58:47
2019-08-29 04:05:19,2019-08-29 09:05:19
2019-08-08 16:57:08,2019-08-09 02:57:08
2021-10-28 09:49:32,2021-10-28 14:49:32
2018-04-10 05:33:30,2018-04-10 14:33:30
2020-03-04 04:05:14,2020-03-04 16:05:14
2019-11-17 06:57:28,2019-11-17 18:57:28
2020-07-14 12:56:42,2020-07-14 22:56:42
2020-10-02 21:44:15,2020-10-03 07:44:15
2021-09-02 17:24:24,2021-09-02 23:24:24
2021-02-23 23:04:54,2021-02-24 08:04:54
2020-08-24 22:44:14,2020-08-25 07:44:14
2020-04-21 15:28:42,2020-04-21 20:28:42
2018-08-06 17:04:10,2018-08-07 01:04:10
2018-09-16 16:29:34,2018-09-16 21:29:34
2021-03-03 22:48:30,2021-03-04 08:48:30
2020-09-10 14:00:08,2020-09-10 19:00:08
2020-04-09 14:25:38,2020-04-09 22:25:38
2019-06-25 16:18:35,2019-06-26 04:18:35
2018-07-28 18:09:27,2018-07-28 23:09:27
2020-09-17 03:26:32,2020-09-17 14:26:32
2021-02-08 18:59:15,2021-02-09 05:59:15
2018-07-16 06:59:48,2018-07-16 10:59:48
2020-09-26 21:25:56,2020-09-27 02:25:56
2018-04-24 21:05:37,2018-04-25 02:05:37
2021-04-07 04:13:27,2021-04-07 09:13:27
2021-02-26 11:49:59,2021-02-26 18:49:59
2020-08-11 17:11:47,2020-08-12 01:11:47
2018-10-08 08:26:51,2018-10-08 14:26:51
2019-09-10 13:34:36,2019-09-11 00:34:36
2018-10-25 04:35:35,2018-10-25 10:35:35
2019-12-30 12:56:51,2019-12-30 17:56:51
2020-12-13 17:16:26,2020-12-14 05:16:26
2018-04-19 07:36:56,2018-04-19 12:36:56
2019-10-13 05:29:44,2019-10-13 15:29:44
2020-07-19 08:37:52,2020-07-19 19:37:52
2019-04-08 07:38:36,2019-04-08 19:38:36
2020-01-05 13:56:01,2020-01-05 20:56:01
2018-08-24 08:46:04,2018-08-24 15:46:04
2019-06-14 09:35:46,2019-06-14 14:35:46
2020-10-02 12:30:08,2020-10-02 23:30:08
2018-02-01 05:35:59,2018-02-01 10:35:59
2018-10-12 02:53:47,2018-10-12 08:53:47
2020-02-08 08:12:58,2020-02-08 18:12:58
2018-08-13 17:50:51,2018-08-14 01:50:51
2020-10-09 03:13:42,2020-10-09 09:13:42
2019-07-15 20:46:16,2019-07-16 05:46:16
2019-10-22 15:55:45,2019-10-23 02:55:45
2021-04-28 02:38:39,2021-04-28 07:38:39
2018-09-15 19:25:15,2018-09-16 05:25:15
2019-09-21 12:42:04,2019-09-22 00:42:04
2020-06-13 23:16:33,2020-06-14 03:16:33
2021-04-11 03:39:29,2021-04-11 14:39:29
2020-08-27 00:52:33,2020-08-27 11:52:33
2018-04-23 23:55:03,2018-04-24 04:55:03
2020-03-14 04:04:04,2020-03-14 09:04:04
2018-08-13 09:08:41,2018-08-13 13:08:41
2019-08-07 09:10:13,2019-08-07 15:10:13
2020-06-27 02:43:35,2020-06-27 13:43:35
2020-05-23 21:16:13,2020-05-24 08:16:13
2021-08-23 04:12:46,2021-08-23 09:12:46
2018-04-25 03:28:16,2018-04-25 15:28:16
2019-01-28 06:52:31,2019-01-28 14:52:31
2019-03-10 10:59:30,2019-03-10 15:59:30
2018-01-24 19:24:56,2018-01-25 00:24:56
2018-06-22 19:12:44,2018-06-23 02:12:44
2019-11-25 19:30:58,2019-11-26 06:30:58
2021-02-17 23:12:26,2021-02-18 05:12:26
2019-08-25 06:04:17,2019-08-25 12:04:17
2018-03-18 23:28:49,2018-03-19 05:28:49
2019-08-06 13:05:25,2019-08-06 18:05:25
2019-05-31 23:05:48,2019-06-01 05:05:48
2019-07-03 15:28:41,2019-07-03 22:28:41
2018-12-25 07:19:11,2018-12-25 14:19:11
2020-07-15 08:43:12,2020-07-15 12:43:12
2020-12-04 08:25:14,2020-12-04 13:25:14
2021-06-26 15:45:19,2021-06-26 21:45:19
2018-12-07 00:33:53,2018-12-07 10:33:53
2020-08-27 10:21:20,2020-08-27 16:21:20
2021-11-05 22:16:57,2021-11-06 06:16:57
2020-10-25 08:54:31,2020-10-25 12:54:31
2019-08-12 09:43:58,2019-08-12 17:43:58
2021-04-15 21:24:44,2021-04-16 04:24:44
2021-11-28 06:30:26,2021-11-28 12:30:26
2020-07-07 12:30:41,2020-07-07 22:30:41
2020-04-01 17:58:36,2020-04-02 05:58:36
2018-04-26 22:50:09,2018-04-27 06:50:09
2021-02-26 16:18:35,2021-02-27 02:18:35
2020-12-13 23:49:02,2020-12-14 04:49:02
2018-12-20 10:28:56,2018-12-20 16:28:56
2020-05-29 21:28:48,2020-05-30 08:28:48
2018-10-07 18:59:18,2018-10-08 06:59:18
2018-01-06 17:35:03,2018-01-06 22:35:03
2018-11-29 07:50:43,2018-11-29 19:50:43
2018-11-13 00:49:40,2018-11-13 08:49:40
2019-11-27 10:17:36,2019-11-27 16:17:36
2018-11-23 08:29:03,2018-11-23 15:29:03
2018-07-11 17:19:55,2018-07-12 00:19:55
2020-07-17 17:18:50,2020-07-18 03:18:50
2018-05-03 11:52:01,2018-05-03 19:52:01
2019-08-21 19:08:28,2019-08-22 01:08:28
2018-08-16 02:35:42,2018-08-16 11:35:42
2019-10-03 02:45:11,2019-10-03 07:45:11
2019-12-06 03:33:31,2019-12-06 12:33:31
2021-12-15 01:35:55,2021-12-15 06:35:55
2020-11-12 10:51:07,2020-11-12 17:51:07
2019-06-26 04:58:24,2019-06-26 13:58:24
2019-07-27 06:25:17,2019-07-27 12:25:17
2021-04-10 10:32:05,2021-04-10 20:32:05
2020-06-28 17:51:36,2020-06-28 21:51:36
2018-04-23 10:12:12,2018-04-23 21:12:12
2020-07-08 08:04:58,2020-07-08 15:04:58
2021-08-01 12:43:49,2021-08-01 21:43:49
2019-06-21 06:43:32,2019-06-21 17:43:32
2018-05-15 17:39:41,2018-05-16 03:39:41
2021-11-13 14:20:19,2021-11-13 23:20:19
2019-08-04 17:10:45,2019-08-04 21:10:45
2020-07-04 12:31:39,2020-07-04 18:31:39
2021-03-20 11:59:29,2021-03-20 18:59:29
2021-04-17 05:12:43,2021-04-17 10:12:43
2018-04-28 20:50:19,2018-04-29 04:50:19
2018-12-08 18:28:02,2018-12-09 04:28:02
2019-10-26 14:14:38,2019-10-26 23:14:38
2019-09-23 22:51:37,2019-09-24 09:51:37
2018-04-16 20:44:38,2018-04-17 04:44:38
2018-07-17 15:15:38,2018-07-18 03:15:38
2019-08-25 22:05:33,2019-08-26 02:05:33
2021-04-18 10:07:54,2021-04-18 14:07:54
2021-01-10 12:57:31,2021-01-10 19:57:31
2018-07-30 22:50:11,2018-07-31 10:50:11
2021-09-19 16:05:51,2021-09-20 03:05:51
2018-05-06 06:45:44,2018-05-06 10:45:44
2021-04-06 03:03:20,2021-04-06 14:03:20
2019-10-07 17:50:59,2019-10-08 03:50:59
2019-06-02 17:58:43,2019-06-03 00:58:43
2019-02-08 21:03:18,2019-02-09 02:03:18
2020-11-22 03:03:03,2020-11-22 09:03:03
2018-05-12 11:19:12,2018-05-12 19:19:12
2021-03-17 11:55:43,2021-03-17 18:55:43
2019-06-20 17:32:12,2019-06-21 05:32:12
2018-08-20 22:30:27,2018-08-21 06:30:27
2019-06-09 02:22:44,2019-06-09 13:22:44
2018-01-10 02:35:52,2018-01-10 13:35:52
2021-02-23 14:58:50,2021-02-23 23:58:50
2019-06-06 14:35:08,2019-06-07 00:35:08
2021-02-22 19:24:07,2021-02-23 00:24:07
2019-12-08 10:18:49,2019-12-08 15:18:49
2018-03-15 06:48:34,2018-03-15 13:48:34
2020-10-04 19:38:47,2020-10-05 03:38:47
2020-09-17 18:05:55,2020-09-18 05:05:55
2021-10-30 23:14:55,2021-10-31 04:14:55
2019-04-25 02:51:09,2019-04-25 07:51:09
2020-12-21 23:19:30,2020-12-22 10:19:30
2019-01-20 17:15:13,2019-01-21 01:15:13
2020-04-19 01:10:34,2020-04-19 08:10:34
2020-01-02 07:00:56,2020-01-02 19:00:56
2020-07-27 23:43:52,2020-07-28 06:43:52
2020-11-30 01:57:54,2020-11-30 13:57:54
2021-05-16 05:08:33,2021-05-16 09:08:33
2018-09-02 15:59:14,2018-09-03 01:59:14
2018-05-24 00:33:22,2018-05-24 12:33:22
2020-08-13 17:45:43,2020-08-13 23:45:43
2020-08-14 02:49:57,2020-08-14 10:49:57
2021-10-08 09:44:34,2021-10-08 17:44:34
2021-05-09 20:55:59,2021-05-10 02:55:59
2019-02-03 06:31:00,2019-02-03 18:31:00
2019-01-24 19:56:52,2019-01-25 07:56:52
2019-07-24 10:30:17,2019-07-24 21:30:17
2020-08-12 08:18:58,2020-08-12 14:18:58
2021-10-16 15:49:43,2021-10-17 02:49:43
2020-04-30 23:56:04,2020-05-01 04:56:04
2018-10-09 17:04:39,2018-10-10 02:04:39
2019-04-16 22:00:54,2019-04-17 07:00:54
2019-08-21 20:25:32,2019-08-22 05:25:32
2021-08-21 03:16:32,2021-08-21 09:16:32
2021-09-24 14:26:49,2021-09-24 21:26:49
2020-02-23 11:39:15,2020-02-23 18:39:15
2021-01-21 16:31:08,2021-01-22 04:31:08
2019-01-27 19:23:55,2019-01-27 23:23:55
2019-10-06 13:21:58,2019-10-06 22:21:58
2020-01-14 10:37:22,2020-01-14 16:37:22
2018-09-20 20:34:58,2018-09-21 07:34:58
2018-07-15 13:45:14,2018-07-16 00:45:14
2020-04-01 22:01:52,2020-04-02 08:01:52
2019-04-20 19:55:58,2019-04-21 06:55:58
2019-02-15 17:08:21,2019-02-15 23:08:21
2018-05-30 22:21:38,2018-05-31 08:21:38
2020-09-06 17:52:57,2020-09-07 02:52:57
2018-04-30 08:34:43,2018-04-30 16:34:43
2019-08-07 09:45:56,2019-08-07 21:45:56
2018-06-05 09:02:36,2018-06-05 20:02:36
2018-07-28 15:02:11,2018-07-28 22:02:11
2019-05-23 11:32:10,2019-05-23 23:32:10
2019-07-15 02:30:19,2019-07-15 06:30:19
2018-06-05 19:10:20,2018-06-06 00:10:20
2021-11-25 13:10:16,2021-11-25 19:10:16
2018-02-28 09:03:31,2018-02-28 18:03:31
2019-05-22 19:34:49,2019-05-23 06:34:49
2018-06-19 16:29:18,2018-06-20 01:29:18
2018-01-08 01:57:25,2018-01-08 06:57:25
2021-03-22 16:49:25,2021-03-22 23:49:25
2019-12-19 13:55:11,2019-12-19 18:55:11
2018-03-01 22:59:04,2018-03-02 09:59:04
2018-01-24 06:53:03,2018-01-24 14:53:03
2019-07-30 09:22:48,2019-07-30 20:22:48
2019-05-16 19:50:01,2019-05-17 01:50:01
2021-08-18 19:43:41,2021-08-18 23:43:41
2020-08-08 09:38:01,2020-08-08 17:38:01
2020-06-18 19:14:40,2020-06-19 01:14:40
2018-09-10 08:46:02,2018-09-10 13:46:02
2018-09-02 16:02:20,2018-09-02 23:02:20
2019-05-14 21:28:31,2019-05-15 02:28:31
2021-06-16 23:16:40,2021-06-17 05:16:40
2021-01-20 13:48:42,2021-01-21 00:48:42
2020-09-22 15:00:51,2020-09-22 21:00:51
2020-09-10 03:58:15,2020-09-10 09:58:15
2021-04-03 15:23:52,2021-04-04 02:23:52
2021-12-17 21:52:00,2021-12-18 01:52:00
2021-04-24 22:23:25,2021-04-25 10:23:25
2019-01-31 17:31:13,2019-02-01 02:31:13
2019-09-08 07:25:42,2019-09-08 19:25:42
2018-08-27 03:57:39,2018-08-27 09:57:39
2019-09-23 10:14:04,2019-09-23 16:14:04
2019-07-25 15:02:32,2019-07-25 21:02:32
2021-06-12 03:01:55,2021-06-12 13:01:55
2018-08-09 08:32:47,2018-08-09 14:32:47
2018-07-13 04:17:43,2018-07-13 11:17:43
2020-06-09 17:00:49,2020-06-10 02:00:49
2021-10-19 06:04:44,2021-10-19 13:04:44
2020-05-18 16:23:09,2020-05-18 21:23:09
2021-09-27 07:42:52,2021-09-27 16:42:52
2019-12-13 04:17:51,2019-12-13 12:17:51
2019-09-20 11:15:49,2019-09-20 18:15:49
2021-01-11 00:21:40,2021-01-11 09:21:40
2019-10-31 03:28:34,2019-10-31 13:28:34
2019-07-01 21:47:27,2019-07-02 03:47:27
2018-04-24 00:40:53,2018-04-24 06:40:53
2019-04-30 08:03:32,2019-04-30 19:03:32
2018-12-24 07:14:09,2018-12-24 17:14:09
2019-05-31 04:03:05,2019-05-31 14:03:05
2019-07-21 11:12:07,2019-07-21 22:12:07
2021-10-14 20:55:41,2021-10-15 01:55:41
2019-11-30 22:38:54,2019-12-01 06:38:54
2018-08-16 08:58:00,2018-08-16 19:58:00
2021-02-15 04:20:20,2021-02-15 13:20:20
2018-02-28 09:12:12,2018-02-28 19:12:12
2019-02-26 07:03:45,2019-02-26 18:03:45
2020-05-26 14:40:30,2020-05-26 20:40:30
2019-06-15 22:29:59,2019-06-16 05:29:59
2021-08-29 15:13:57,2021-08-29 21:13:57
2019-08-13 17:33:35,2019-08-14 01:33:35
2019-04-12 22:24:53,2019-04-13 06:24:53
2018-12-30 10:05:21,2018-12-30 16:05:21
2018-01-30 18:20:02,2018-01-31 00:20:02
2018-05-16 09:32:55,2018-05-16 15:32:55
2020-02-22 05:55:46,2020-02-22 16:55:46
